Ticket_ID,Business_Unit_ID,Process_ID,Category_ID,Region,Priority,Created_Date,Resolution_Hours,SLA_Hours,SLA_Breached,Status,Root_Cause,Risk_Score,Risk_Category,Escalation_Flag,Customer_Impact,Root_Cause_Clean,Customer_Impact_Clean,Business_Unit,Process
TKT-072927,8,4,8,Netherlands,Medium,2024-12-14,64.8,72,False,Resolved,Training Gap,38,Low,False,Medium,Training Gap,Medium,Commercial Operations,Production Support
TKT-072928,4,4,2,Canada,Low,2024-07-06,30.1,120,False,Open,System Defect,10,Low,False,Low,System Defect,Low,Manufacturing,Production Support
TKT-072929,2,7,7,Netherlands,Medium,2025-05-30,22.1,72,False,Resolved,Integration Failure,30,Low,False,,Integration Failure,Unknown,Quality Assurance,Invoice Processing
TKT-072930,6,5,3,UK,Medium,2025-07-02,39.9,72,False,Closed,Training Gap,48,Medium,False,,Training Gap,Unknown,IT Operations,Submission Management
TKT-072931,1,7,1,Australia,Critical,2025-02-24,22.5,8,True,Closed,Missing Data,68,Medium,False,,Missing Data,Unknown,Customer Operations,Invoice Processing
TKT-072932,6,7,8,Netherlands,Medium,2024-06-30,52.4,72,False,Resolved,External Dependency,38,Low,False,Low,External Dependency,Low,IT Operations,Invoice Processing
TKT-072933,2,7,8,Canada,Medium,2024-11-25,81.3,72,True,Resolved,External Dependency,61,Medium,True,Low,External Dependency,Low,Quality Assurance,Invoice Processing
TKT-072934,5,8,7,Netherlands,Medium,2025-04-23,18.5,72,False,Resolved,Unknown,25,Low,False,Medium,Unknown,Medium,Regulatory Affairs,Customer Support
TKT-072935,7,6,3,US,Medium,2024-04-24,22.6,72,False,Closed,Process Gap,41,Medium,False,Medium,Process Gap,Medium,Finance,System Access
TKT-072936,5,4,5,Canada,Low,2024-07-09,132.0,120,True,Resolved,Unknown,30,Low,False,High,Unknown,High,Regulatory Affairs,Production Support
TKT-072937,5,5,8,US,Low,2024-08-15,49.2,120,False,In Progress,Human Error,12,Low,False,,Human Error,Unknown,Regulatory Affairs,Submission Management
TKT-072938,4,1,7,Canada,High,2025-03-19,39.1,24,True,Resolved,Training Gap,80,High,True,Medium,Training Gap,Medium,Manufacturing,Order Management
TKT-072939,1,7,1,Germany,Medium,2025-01-15,24.2,72,False,Resolved,Unknown,40,Medium,False,,Unknown,Unknown,Customer Operations,Invoice Processing
TKT-072940,2,4,1,France,Low,2024-12-17,13.3,120,False,Closed,Process Gap,19,Low,False,Low,Process Gap,Low,Quality Assurance,Production Support
TKT-072941,3,3,1,Germany,Medium,2025-08-27,33.3,72,False,Open,Human Error,39,Low,False,Medium,Human Error,Medium,Supply Chain,Inventory Planning
TKT-072942,5,1,6,Germany,Medium,2024-02-19,25.8,72,False,Resolved,Human Error,43,Medium,False,Medium,Human Error,Medium,Regulatory Affairs,Order Management
TKT-072943,7,3,2,Netherlands,Medium,2024-12-06,61.1,72,False,Closed,Training Gap,36,Low,False,High,Training Gap,High,Finance,Inventory Planning
TKT-072944,5,1,4,Singapore,Medium,2025-03-28,33.8,72,False,In Progress,Integration Failure,44,Medium,False,,Integration Failure,Unknown,Regulatory Affairs,Order Management
TKT-072945,7,6,3,US,Medium,2024-05-14,59.3,72,False,Open,Integration Failure,41,Medium,False,,Integration Failure,Unknown,Finance,System Access
TKT-072946,3,2,8,Australia,Critical,2024-03-30,9.7,8,True,Resolved,Missing Data,88,High,False,Low,Missing Data,Low,Supply Chain,Quality Review
TKT-072947,2,5,3,Germany,Low,2024-05-13,26.4,120,False,Closed,Training Gap,32,Low,False,High,Training Gap,High,Quality Assurance,Submission Management
TKT-072948,5,7,3,Canada,Medium,2024-03-16,15.5,72,False,Open,Process Gap,19,Low,False,Medium,Process Gap,Medium,Regulatory Affairs,Invoice Processing
TKT-072949,3,7,4,France,Medium,2025-05-07,47.8,72,False,Closed,Training Gap,46,Medium,False,High,Training Gap,High,Supply Chain,Invoice Processing
TKT-072950,3,2,6,Australia,Medium,2025-01-09,66.3,72,False,Open,Unknown,30,Low,False,Medium,Unknown,Medium,Supply Chain,Quality Review
TKT-072951,3,3,8,Singapore,Medium,2025-05-24,47.8,72,False,Closed,Training Gap,40,Medium,False,Medium,Training Gap,Medium,Supply Chain,Inventory Planning
TKT-072952,8,7,2,Singapore,Medium,2025-09-27,6.5,72,False,Resolved,Missing Data,38,Low,False,Low,Missing Data,Low,Commercial Operations,Invoice Processing
TKT-072953,6,7,8,Australia,Low,2025-03-19,40.5,120,False,Closed,Training Gap,29,Low,False,Low,Training Gap,Low,IT Operations,Invoice Processing
TKT-072954,3,3,8,Netherlands,Low,2024-01-20,25.9,120,False,Resolved,Unknown,19,Low,False,High,Unknown,High,Supply Chain,Inventory Planning
TKT-072955,2,5,4,Germany,Low,2024-04-08,53.3,120,False,Open,System Defect,36,Low,False,Medium,System Defect,Medium,Quality Assurance,Submission Management
TKT-072956,5,1,1,Canada,Medium,2025-09-07,105.3,72,True,Open,Training Gap,39,Low,False,High,Training Gap,High,Regulatory Affairs,Order Management
TKT-072957,1,1,1,Singapore,Medium,2024-02-13,54.8,72,False,In Progress,Process Gap,18,Low,False,,Process Gap,Unknown,Customer Operations,Order Management
TKT-072958,6,7,5,Singapore,Medium,2025-11-11,35.7,72,False,Closed,Integration Failure,46,Medium,False,Medium,Integration Failure,Medium,IT Operations,Invoice Processing
TKT-072959,3,4,4,UK,High,2024-06-09,33.1,24,True,Resolved,Human Error,78,High,False,Medium,Human Error,Medium,Supply Chain,Production Support
TKT-072960,6,8,1,Germany,High,2025-09-30,38.9,24,True,Resolved,Missing Data,50,Medium,True,High,Missing Data,High,IT Operations,Customer Support
TKT-072961,3,1,5,Netherlands,Medium,2024-01-24,21.0,72,False,Resolved,Unknown,28,Low,False,Low,Unknown,Low,Supply Chain,Order Management
TKT-072962,4,1,2,Netherlands,High,2025-12-25,10.6,24,False,Resolved,Integration Failure,58,Medium,False,Low,Integration Failure,Low,Manufacturing,Order Management
TKT-072963,6,6,2,Singapore,Low,2025-01-29,19.6,120,False,In Progress,Unknown,23,Low,False,Low,Unknown,Low,IT Operations,System Access
TKT-072964,3,2,7,Singapore,Medium,2024-03-04,97.0,72,True,Resolved,Process Gap,64,Medium,True,Low,Process Gap,Low,Supply Chain,Quality Review
TKT-072965,1,2,8,Canada,High,2024-05-17,334.1,24,True,Closed,System Defect,71,High,False,High,System Defect,High,Customer Operations,Quality Review
TKT-072966,2,6,2,Germany,High,2024-12-09,122.8,24,True,Open,Process Gap,65,Medium,True,Low,Process Gap,Low,Quality Assurance,System Access
TKT-072967,8,2,7,UK,Medium,2025-12-20,16.3,72,False,In Progress,Unknown,34,Low,False,Medium,Unknown,Medium,Commercial Operations,Quality Review
TKT-072968,7,2,5,Germany,Low,2024-01-05,14.8,120,False,Resolved,Unknown,38,Low,False,Low,Unknown,Low,Finance,Quality Review
TKT-072969,2,3,4,Netherlands,Low,2024-06-07,161.7,120,True,Resolved,Missing Data,49,Medium,True,,Missing Data,Unknown,Quality Assurance,Inventory Planning
TKT-072970,6,4,2,Netherlands,Medium,2025-07-10,20.7,72,False,Resolved,Integration Failure,33,Low,False,Severe,Integration Failure,Severe,IT Operations,Production Support
TKT-072971,6,6,7,Canada,High,2024-02-11,7.7,24,False,Resolved,External Dependency,58,Medium,False,High,External Dependency,High,IT Operations,System Access
TKT-072972,5,1,8,Germany,Medium,2025-07-27,43.5,72,False,Resolved,Unknown,22,Low,False,,Unknown,Unknown,Regulatory Affairs,Order Management
TKT-072973,6,6,8,France,Medium,2024-07-17,28.2,72,False,Closed,Unknown,42,Medium,False,Low,Unknown,Low,IT Operations,System Access
TKT-072974,1,7,2,France,Low,2024-02-28,31.7,120,False,Resolved,Missing Data,17,Low,False,Medium,Missing Data,Medium,Customer Operations,Invoice Processing
TKT-072975,3,4,4,Australia,High,2024-10-15,35.9,24,True,Closed,System Defect,72,High,False,Medium,System Defect,Medium,Supply Chain,Production Support
TKT-072976,6,4,1,UK,Medium,2024-02-10,9.6,72,False,Resolved,Missing Data,32,Low,False,,Missing Data,Unknown,IT Operations,Production Support
TKT-072977,4,2,5,Netherlands,Low,2025-04-09,19.3,120,False,Resolved,System Defect,25,Low,False,,System Defect,Unknown,Manufacturing,Quality Review
TKT-072978,2,7,4,Singapore,High,2025-03-21,37.4,24,True,Resolved,Missing Data,58,Medium,True,,Missing Data,Unknown,Quality Assurance,Invoice Processing
TKT-072979,8,7,2,France,Medium,2025-01-07,73.3,72,True,In Progress,External Dependency,45,Medium,False,Low,External Dependency,Low,Commercial Operations,Invoice Processing
TKT-072980,4,5,4,Germany,High,2024-10-14,34.1,24,True,Resolved,Integration Failure,63,Medium,True,High,Integration Failure,High,Manufacturing,Submission Management
TKT-072981,6,5,4,Germany,High,2025-08-10,23.1,24,False,Closed,Human Error,36,Low,False,Medium,Human Error,Medium,IT Operations,Submission Management
TKT-072982,5,7,6,Singapore,Medium,2024-03-06,35.6,72,False,In Progress,External Dependency,33,Low,False,Low,External Dependency,Low,Regulatory Affairs,Invoice Processing
TKT-072983,1,6,5,France,Low,2024-06-29,66.7,120,False,In Progress,Human Error,32,Low,False,Low,Human Error,Low,Customer Operations,System Access
TKT-072984,5,6,7,Singapore,Critical,2024-06-15,15.0,8,True,Closed,System Defect,89,High,True,Medium,System Defect,Medium,Regulatory Affairs,System Access
TKT-072985,8,7,7,Singapore,Low,2025-11-22,66.8,120,False,Resolved,External Dependency,10,Low,False,,External Dependency,Unknown,Commercial Operations,Invoice Processing
TKT-072986,1,3,6,Germany,Medium,2025-06-18,36.4,72,False,Closed,Process Gap,36,Low,False,Medium,Process Gap,Medium,Customer Operations,Inventory Planning
TKT-072987,3,8,7,Germany,Medium,2024-02-06,79.7,72,True,Open,External Dependency,67,Medium,True,,External Dependency,Unknown,Supply Chain,Customer Support
TKT-072988,2,5,1,UK,Medium,2024-11-11,49.8,72,False,Closed,,44,Medium,False,Low,Unknown,Low,Quality Assurance,Submission Management
TKT-072989,6,1,4,Australia,Medium,2024-08-14,11.4,72,False,In Progress,Integration Failure,34,Low,False,Low,Integration Failure,Low,IT Operations,Order Management
TKT-072990,3,7,1,France,Low,2024-06-10,27.6,120,False,Open,Process Gap,35,Low,False,High,Process Gap,High,Supply Chain,Invoice Processing
TKT-072991,1,2,2,Netherlands,Critical,2024-07-09,9.6,8,True,Closed,Process Gap,73,High,True,Medium,Process Gap,Medium,Customer Operations,Quality Review
TKT-072992,8,4,1,US,Medium,2025-08-08,266.0,72,True,Resolved,Integration Failure,43,Medium,False,Low,Integration Failure,Low,Commercial Operations,Production Support
TKT-072993,4,6,4,Singapore,Critical,2024-07-01,27.3,8,True,Resolved,Missing Data,68,Medium,True,Low,Missing Data,Low,Manufacturing,System Access
TKT-072994,4,5,7,Netherlands,High,2024-08-09,43.7,24,True,Resolved,External Dependency,52,Medium,True,Severe,External Dependency,Severe,Manufacturing,Submission Management
TKT-072995,4,1,1,US,Medium,2024-10-06,33.0,72,False,Closed,Human Error,31,Low,False,,Human Error,Unknown,Manufacturing,Order Management
TKT-072996,1,3,3,UK,High,2025-09-19,73.9,24,True,Closed,System Defect,59,Medium,False,Low,System Defect,Low,Customer Operations,Inventory Planning
TKT-072997,3,8,6,Australia,Critical,2025-01-27,40.3,8,True,Closed,Integration Failure,64,Medium,True,Medium,Integration Failure,Medium,Supply Chain,Customer Support
TKT-072998,4,1,4,Netherlands,High,2025-11-01,25.3,24,True,Resolved,External Dependency,63,Medium,True,,External Dependency,Unknown,Manufacturing,Order Management
TKT-072999,1,8,3,Canada,High,2025-11-06,35.4,24,True,Resolved,System Defect,76,High,False,Low,System Defect,Low,Customer Operations,Customer Support
TKT-073000,6,4,6,UK,Medium,2024-11-23,19.1,72,False,Open,Process Gap,43,Medium,False,,Process Gap,Unknown,IT Operations,Production Support
TKT-073001,5,6,3,France,Medium,2025-08-30,35.2,72,False,Resolved,Integration Failure,33,Low,False,Severe,Integration Failure,Severe,Regulatory Affairs,System Access
TKT-073002,5,8,7,US,Medium,2025-05-25,14.5,72,False,Closed,Unknown,42,Medium,False,,Unknown,Unknown,Regulatory Affairs,Customer Support
TKT-073003,6,8,3,UK,Medium,2025-10-19,35.5,72,False,Resolved,Training Gap,36,Low,False,Medium,Training Gap,Medium,IT Operations,Customer Support
TKT-073004,5,1,2,Singapore,High,2024-03-21,40.0,24,True,Resolved,Unknown,56,Medium,False,Severe,Unknown,Severe,Regulatory Affairs,Order Management
TKT-073005,5,8,1,Germany,Medium,2025-03-03,43.1,72,False,Open,Human Error,25,Low,False,Low,Human Error,Low,Regulatory Affairs,Customer Support
TKT-073006,7,1,7,France,High,2024-06-22,60.4,24,True,Resolved,Process Gap,69,Medium,True,Low,Process Gap,Low,Finance,Order Management
TKT-073007,2,6,5,UK,Medium,2024-06-24,97.7,72,True,Closed,Unknown,42,Medium,False,High,Unknown,High,Quality Assurance,System Access
TKT-073008,7,5,5,Singapore,High,2025-12-04,35.8,24,True,In Progress,System Defect,54,Medium,False,Low,System Defect,Low,Finance,Submission Management
TKT-073009,7,2,3,France,High,2025-06-20,30.6,24,True,Resolved,System Defect,77,High,False,Low,System Defect,Low,Finance,Quality Review
TKT-073010,1,1,4,Singapore,Medium,2025-11-15,58.4,72,False,Closed,External Dependency,35,Low,False,Medium,External Dependency,Medium,Customer Operations,Order Management
TKT-073011,5,7,5,Canada,High,2024-01-29,48.9,24,True,Open,Training Gap,54,Medium,True,,Training Gap,Unknown,Regulatory Affairs,Invoice Processing
TKT-073012,3,2,2,Netherlands,Medium,2024-11-28,177.2,72,True,Closed,External Dependency,42,Medium,True,,External Dependency,Unknown,Supply Chain,Quality Review
TKT-073013,1,4,6,Canada,Medium,2024-02-26,26.5,72,False,Closed,Unknown,35,Low,False,Low,Unknown,Low,Customer Operations,Production Support
TKT-073014,2,4,7,UK,Low,2024-11-08,75.9,120,False,Resolved,Training Gap,10,Low,False,Low,Training Gap,Low,Quality Assurance,Production Support
TKT-073015,2,1,8,Singapore,Medium,2024-08-20,23.2,72,False,Closed,Missing Data,26,Low,False,High,Missing Data,High,Quality Assurance,Order Management
TKT-073016,4,3,6,Singapore,High,2025-10-05,5.9,24,False,Closed,System Defect,57,Medium,False,Low,System Defect,Low,Manufacturing,Inventory Planning
TKT-073017,2,6,4,France,Medium,2024-03-30,16.3,72,False,Open,Missing Data,46,Medium,False,,Missing Data,Unknown,Quality Assurance,System Access
TKT-073018,5,5,7,US,Medium,2025-02-16,41.3,72,False,Open,Process Gap,40,Medium,False,Low,Process Gap,Low,Regulatory Affairs,Submission Management
TKT-073019,2,2,8,Germany,High,2025-12-26,38.1,24,True,Resolved,Missing Data,56,Medium,True,,Missing Data,Unknown,Quality Assurance,Quality Review
TKT-073020,4,4,8,Netherlands,High,2024-12-27,22.0,24,False,In Progress,Process Gap,46,Medium,False,Medium,Process Gap,Medium,Manufacturing,Production Support
TKT-073021,7,2,8,Singapore,Medium,2025-05-23,30.9,72,False,Closed,External Dependency,44,Medium,False,Medium,External Dependency,Medium,Finance,Quality Review
TKT-073022,8,5,6,Australia,Medium,2025-11-01,29.1,72,False,Closed,Unknown,26,Low,False,Medium,Unknown,Medium,Commercial Operations,Submission Management
TKT-073023,5,3,6,Singapore,High,2024-04-09,27.1,24,True,In Progress,Integration Failure,57,Medium,False,High,Integration Failure,High,Regulatory Affairs,Inventory Planning
TKT-073024,5,4,2,US,Low,2024-09-03,19.2,120,False,Resolved,Integration Failure,14,Low,False,Low,Integration Failure,Low,Regulatory Affairs,Production Support
TKT-073025,1,8,7,Germany,High,2025-01-12,16.1,24,False,Resolved,External Dependency,53,Medium,False,,External Dependency,Unknown,Customer Operations,Customer Support
TKT-073026,4,1,6,France,Medium,2025-09-08,44.5,72,False,Resolved,System Defect,24,Low,False,High,System Defect,High,Manufacturing,Order Management
TKT-073027,4,3,7,Netherlands,Low,2024-03-22,113.9,120,False,Resolved,Unknown,37,Low,False,Medium,Unknown,Medium,Manufacturing,Inventory Planning
TKT-073028,8,6,2,Canada,Low,2024-05-19,35.4,120,False,In Progress,Process Gap,8,Low,False,High,Process Gap,High,Commercial Operations,System Access
TKT-073029,4,8,1,Netherlands,Medium,2025-10-15,64.5,72,False,In Progress,System Defect,41,Medium,False,Severe,System Defect,Severe,Manufacturing,Customer Support
TKT-073030,5,1,5,Netherlands,Critical,2025-12-08,7.2,8,False,Resolved,Process Gap,42,Medium,False,Medium,Process Gap,Medium,Regulatory Affairs,Order Management
TKT-073031,2,6,2,UK,Low,2025-10-03,19.0,120,False,Closed,Process Gap,17,Low,False,Medium,Process Gap,Medium,Quality Assurance,System Access
TKT-073032,5,3,7,Netherlands,High,2024-01-31,23.5,24,False,Closed,Missing Data,52,Medium,False,,Missing Data,Unknown,Regulatory Affairs,Inventory Planning
TKT-073033,7,6,7,Canada,Low,2025-12-31,29.0,120,False,Closed,Missing Data,22,Low,False,Medium,Missing Data,Medium,Finance,System Access
TKT-073034,6,1,6,UK,Medium,2024-02-02,58.0,72,False,Resolved,External Dependency,48,Medium,False,Severe,External Dependency,Severe,IT Operations,Order Management
TKT-073035,1,2,4,France,Low,2024-01-07,40.7,120,False,Resolved,Training Gap,35,Low,False,High,Training Gap,High,Customer Operations,Quality Review
TKT-073036,4,3,3,France,Medium,2025-02-08,55.6,72,False,Resolved,Unknown,34,Low,False,Low,Unknown,Low,Manufacturing,Inventory Planning
TKT-073037,5,8,6,Singapore,Low,2025-06-07,73.6,120,False,Resolved,Unknown,12,Low,False,Medium,Unknown,Medium,Regulatory Affairs,Customer Support
TKT-073038,1,1,8,Germany,Medium,2025-05-27,70.2,72,False,In Progress,Human Error,26,Low,False,Low,Human Error,Low,Customer Operations,Order Management
TKT-073039,8,3,8,Germany,Medium,2024-05-13,38.2,72,False,Resolved,Process Gap,44,Medium,False,Medium,Process Gap,Medium,Commercial Operations,Inventory Planning
TKT-073040,4,6,1,US,Medium,2024-09-08,42.7,72,False,Closed,System Defect,44,Medium,False,Low,System Defect,Low,Manufacturing,System Access
TKT-073041,6,2,8,UK,Medium,2024-06-05,7.4,72,False,Closed,System Defect,31,Low,False,Medium,System Defect,Medium,IT Operations,Quality Review
TKT-073042,3,6,4,US,Medium,2025-05-27,13.6,72,False,Closed,External Dependency,38,Low,False,,External Dependency,Unknown,Supply Chain,System Access
TKT-073043,1,1,5,Australia,Low,2025-10-20,35.0,120,False,Resolved,Training Gap,16,Low,False,Low,Training Gap,Low,Customer Operations,Order Management
TKT-073044,2,4,7,Australia,Medium,2025-11-11,39.3,72,False,Resolved,Missing Data,33,Low,False,Medium,Missing Data,Medium,Quality Assurance,Production Support
TKT-073045,5,1,1,Australia,Medium,2024-04-02,45.1,72,False,Resolved,Integration Failure,47,Medium,False,Medium,Integration Failure,Medium,Regulatory Affairs,Order Management
TKT-073046,5,3,6,Netherlands,High,2025-01-15,7.1,24,False,Resolved,Missing Data,43,Medium,False,,Missing Data,Unknown,Regulatory Affairs,Inventory Planning
TKT-073047,6,1,7,Netherlands,Low,2024-09-12,96.9,120,False,In Progress,Process Gap,11,Low,False,,Process Gap,Unknown,IT Operations,Order Management
TKT-073048,5,8,4,Netherlands,High,2025-04-14,4.4,24,False,Closed,Process Gap,55,Medium,False,Medium,Process Gap,Medium,Regulatory Affairs,Customer Support
TKT-073049,8,7,1,Singapore,High,2024-08-22,53.8,24,True,Open,System Defect,74,High,True,High,System Defect,High,Commercial Operations,Invoice Processing
TKT-073050,1,1,2,UK,Medium,2025-09-28,17.2,72,False,Open,Human Error,38,Low,False,Medium,Human Error,Medium,Customer Operations,Order Management
TKT-073051,6,6,8,Singapore,Low,2025-01-25,8.3,120,False,Resolved,External Dependency,24,Low,False,Severe,External Dependency,Severe,IT Operations,System Access
TKT-073052,6,1,1,Germany,Medium,2025-09-09,39.9,72,False,In Progress,Unknown,47,Medium,False,,Unknown,Unknown,IT Operations,Order Management
TKT-073053,3,3,7,US,Medium,2024-05-22,40.4,72,False,Resolved,Missing Data,25,Low,False,,Missing Data,Unknown,Supply Chain,Inventory Planning
TKT-073054,2,3,6,Australia,Medium,2024-05-27,33.6,72,False,Closed,Training Gap,19,Low,False,,Training Gap,Unknown,Quality Assurance,Inventory Planning
TKT-073055,7,4,6,UK,High,2024-06-12,34.9,24,True,Resolved,Unknown,62,Medium,False,Low,Unknown,Low,Finance,Production Support
TKT-073056,2,2,3,Canada,Medium,2024-07-11,6.6,72,False,Closed,Training Gap,20,Low,False,Low,Training Gap,Low,Quality Assurance,Quality Review
TKT-073057,4,1,4,UK,Medium,2024-01-12,27.4,72,False,Resolved,Integration Failure,37,Low,False,Medium,Integration Failure,Medium,Manufacturing,Order Management
TKT-073058,2,7,1,France,Medium,2024-07-25,23.2,72,False,Resolved,System Defect,31,Low,False,Medium,System Defect,Medium,Quality Assurance,Invoice Processing
TKT-073059,7,4,3,Australia,Medium,2024-01-13,39.9,72,False,Resolved,Integration Failure,19,Low,False,Low,Integration Failure,Low,Finance,Production Support
TKT-073060,4,6,7,Singapore,High,2024-07-05,28.3,24,True,Closed,System Defect,79,High,False,,System Defect,Unknown,Manufacturing,System Access
TKT-073061,3,2,6,Germany,Medium,2024-10-10,19.7,72,False,Resolved,Process Gap,35,Low,False,Low,Process Gap,Low,Supply Chain,Quality Review
TKT-073062,3,5,4,Australia,Low,2024-09-01,195.8,120,True,Resolved,Process Gap,53,Medium,True,Medium,Process Gap,Medium,Supply Chain,Submission Management
TKT-073063,5,3,3,Singapore,Medium,2025-04-30,39.7,72,False,Resolved,Integration Failure,48,Medium,False,Medium,Integration Failure,Medium,Regulatory Affairs,Inventory Planning
TKT-073064,2,5,1,France,Medium,2024-02-18,41.5,72,False,Resolved,Training Gap,37,Low,False,Low,Training Gap,Low,Quality Assurance,Submission Management
TKT-073065,3,2,8,US,Critical,2024-05-13,11.1,8,True,Closed,Training Gap,65,Medium,True,Low,Training Gap,Low,Supply Chain,Quality Review
TKT-073066,5,7,2,France,Low,2025-03-21,31.8,120,False,Resolved,Training Gap,30,Low,False,Low,Training Gap,Low,Regulatory Affairs,Invoice Processing
TKT-073067,5,3,7,Singapore,High,2024-01-03,35.7,24,True,Closed,System Defect,72,High,False,,System Defect,Unknown,Regulatory Affairs,Inventory Planning
TKT-073068,1,3,5,Singapore,High,2025-06-14,18.5,24,False,Closed,Integration Failure,55,Medium,False,Medium,Integration Failure,Medium,Customer Operations,Inventory Planning
TKT-073069,4,2,1,UK,Medium,2025-05-03,34.2,72,False,Closed,Process Gap,30,Low,False,Low,Process Gap,Low,Manufacturing,Quality Review
TKT-073070,7,6,1,Singapore,Medium,2025-07-03,3.5,72,False,Resolved,Integration Failure,43,Medium,False,Low,Integration Failure,Low,Finance,System Access
TKT-073071,7,5,3,Australia,Low,2025-04-26,10.7,120,False,Resolved,Training Gap,27,Low,False,High,Training Gap,High,Finance,Submission Management
TKT-073072,3,6,5,Canada,High,2025-09-29,24.0,24,False,Resolved,Training Gap,39,Low,False,Medium,Training Gap,Medium,Supply Chain,System Access
TKT-073073,5,2,5,Australia,Medium,2024-05-20,12.8,72,False,In Progress,Unknown,39,Low,False,Low,Unknown,Low,Regulatory Affairs,Quality Review
TKT-073074,4,1,3,Netherlands,High,2024-03-09,30.9,24,True,Closed,Integration Failure,59,Medium,True,,Integration Failure,Unknown,Manufacturing,Order Management
TKT-073075,5,1,2,UK,High,2025-10-23,17.3,24,False,Resolved,Integration Failure,50,Medium,False,High,Integration Failure,High,Regulatory Affairs,Order Management
TKT-073076,5,5,2,Netherlands,Medium,2025-11-14,21.9,72,False,Resolved,External Dependency,26,Low,False,Low,External Dependency,Low,Regulatory Affairs,Submission Management
TKT-073077,5,1,2,Canada,Medium,2024-09-17,108.4,72,True,Resolved,Process Gap,51,Medium,False,Medium,Process Gap,Medium,Regulatory Affairs,Order Management
TKT-073078,7,7,4,Singapore,Medium,2024-05-25,50.7,72,False,Resolved,Process Gap,34,Low,False,,Process Gap,Unknown,Finance,Invoice Processing
TKT-073079,2,1,6,Canada,Medium,2024-10-13,20.9,72,False,In Progress,External Dependency,47,Medium,False,High,External Dependency,High,Quality Assurance,Order Management
TKT-073080,5,3,3,Singapore,Low,2024-02-22,25.0,120,False,Resolved,Integration Failure,26,Low,False,,Integration Failure,Unknown,Regulatory Affairs,Inventory Planning
TKT-073081,1,5,8,Netherlands,Low,2024-05-16,18.5,120,False,Resolved,Human Error,25,Low,False,Low,Human Error,Low,Customer Operations,Submission Management
TKT-073082,4,3,6,Singapore,Medium,2025-08-09,52.4,72,False,Resolved,Human Error,24,Low,False,,Human Error,Unknown,Manufacturing,Inventory Planning
TKT-073083,7,8,7,Australia,High,2024-11-05,88.8,24,True,Resolved,System Defect,72,High,True,,System Defect,Unknown,Finance,Customer Support
TKT-073084,4,7,1,Canada,Medium,2025-10-14,9.6,72,False,Resolved,Training Gap,43,Medium,False,Low,Training Gap,Low,Manufacturing,Invoice Processing
TKT-073085,5,6,3,US,Medium,2025-09-20,86.9,72,True,Resolved,External Dependency,62,Medium,True,,External Dependency,Unknown,Regulatory Affairs,System Access
TKT-073086,3,3,5,UK,Medium,2024-06-03,24.3,72,False,Resolved,Human Error,23,Low,False,Medium,Human Error,Medium,Supply Chain,Inventory Planning
TKT-073087,6,6,3,UK,High,2024-03-30,30.0,24,True,In Progress,Training Gap,80,High,False,,Training Gap,Unknown,IT Operations,System Access
TKT-073088,1,3,6,US,Medium,2025-05-28,64.1,72,False,Resolved,Integration Failure,22,Low,False,Low,Integration Failure,Low,Customer Operations,Inventory Planning
TKT-073089,3,3,6,France,Medium,2024-04-09,109.1,72,True,Open,System Defect,40,Medium,True,High,System Defect,High,Supply Chain,Inventory Planning
TKT-073090,4,1,4,US,High,2024-12-19,8.8,24,False,Closed,System Defect,36,Low,False,Low,System Defect,Low,Manufacturing,Order Management
TKT-073091,6,3,4,Netherlands,Medium,2024-08-25,67.5,72,False,Resolved,Missing Data,18,Low,False,,Missing Data,Unknown,IT Operations,Inventory Planning
TKT-073092,6,2,2,Netherlands,Medium,2025-07-16,97.6,72,True,Resolved,Integration Failure,50,Medium,False,,Integration Failure,Unknown,IT Operations,Quality Review
TKT-073093,1,6,1,France,Medium,2024-05-12,75.4,72,True,Closed,External Dependency,42,Medium,False,,External Dependency,Unknown,Customer Operations,System Access
TKT-073094,1,4,8,France,Low,2025-10-22,50.0,120,False,Resolved,Process Gap,8,Low,False,,Process Gap,Unknown,Customer Operations,Production Support
TKT-073095,7,4,8,Australia,Critical,2024-05-07,41.9,8,True,Closed,Human Error,72,High,True,Low,Human Error,Low,Finance,Production Support
TKT-073096,7,4,1,Singapore,Medium,2024-12-19,49.3,72,False,In Progress,Integration Failure,27,Low,False,High,Integration Failure,High,Finance,Production Support
TKT-073097,2,3,4,Singapore,Low,2025-12-04,9.7,120,False,Open,Missing Data,32,Low,False,Low,Missing Data,Low,Quality Assurance,Inventory Planning
TKT-073098,7,7,6,Singapore,High,2024-06-12,8.2,24,False,Resolved,Training Gap,35,Low,False,Low,Training Gap,Low,Finance,Invoice Processing
TKT-073099,3,1,1,Australia,High,2025-09-22,44.0,24,True,Resolved,Missing Data,75,High,True,,Missing Data,Unknown,Supply Chain,Order Management
TKT-073100,5,3,5,US,Medium,2024-03-21,50.8,72,False,Open,Process Gap,30,Low,False,,Process Gap,Unknown,Regulatory Affairs,Inventory Planning
TKT-073101,4,1,4,UK,High,2025-01-11,67.1,24,True,Resolved,Training Gap,71,High,True,Low,Training Gap,Low,Manufacturing,Order Management
TKT-073102,7,3,4,Singapore,High,2025-12-08,40.5,24,True,In Progress,Training Gap,61,Medium,False,Medium,Training Gap,Medium,Finance,Inventory Planning
