Ticket_ID,Business_Unit_ID,Process_ID,Category_ID,Region,Priority,Created_Date,Resolution_Hours,SLA_Hours,SLA_Breached,Status,Root_Cause,Risk_Score,Risk_Category,Escalation_Flag,Customer_Impact
TKT-083935,7,5,6,Netherlands,Medium,2024-12-06,17.2,72,No,Resolved,Human Error,39,Low,No,Medium
TKT-083936,5,8,5,Canada,High,2024-07-11,44.0,24,Yes,Resolved,External Dependency,60,Medium,No,Medium
TKT-083937,1,2,1,Germany,Low,2024-12-28,18.8,120,No,Resolved,Integration Failure,27,Low,No,Low
TKT-083938,3,6,3,Germany,Medium,2024-02-09,37.8,72,No,Resolved,Human Error,38,Low,No,Severe
TKT-083939,6,1,3,Singapore,High,2025-03-15,109.8,24,Yes,In Progress,System Defect,74,High,Yes,Medium
TKT-083940,3,7,6,France,Medium,2025-12-24,52.4,72,No,In Progress,Human Error,30,Low,No,High
TKT-083941,2,7,7,Canada,Low,2025-04-07,35.8,120,No,Closed,Unknown,31,Low,No,High
TKT-083942,5,6,8,Singapore,Medium,2024-05-07,35.0,72,No,Closed,Unknown,21,Low,No,Medium
TKT-083943,4,2,6,Singapore,Medium,2025-04-04,159.5,72,Yes,Resolved,Unknown,49,Medium,Yes,None
TKT-083944,3,2,1,Canada,Medium,2025-01-28,24.7,72,No,Open,Integration Failure,38,Low,No,Medium
TKT-083945,5,8,8,Netherlands,Medium,2025-06-05,37.9,72,No,Resolved,Process Gap,33,Low,No,Low
TKT-083946,8,4,6,Canada,High,2024-11-16,4.3,24,No,In Progress,External Dependency,49,Medium,No,Severe
TKT-083947,3,3,6,Australia,High,2025-04-05,37.8,24,Yes,Resolved,System Defect,57,Medium,No,High
TKT-083948,2,6,2,Germany,Low,2025-03-27,177.3,120,Yes,Resolved,External Dependency,31,Low,Yes,Low
TKT-083949,2,7,6,Germany,High,2024-10-22,14.7,24,No,Resolved,Process Gap,30,Low,No,None
TKT-083950,2,8,3,Netherlands,Medium,2025-12-17,88.1,72,Yes,Open,,42,Medium,No,Low
TKT-083951,7,2,5,Netherlands,Low,2024-12-14,226.4,120,Yes,In Progress,System Defect,53,Medium,Yes,Low
TKT-083952,7,3,5,Germany,Medium,2025-11-14,20.9,72,No,Resolved,Training Gap,33,Low,No,Medium
TKT-083953,7,5,5,Netherlands,Medium,2024-12-02,148.5,72,Yes,Resolved,Missing Data,56,Medium,No,None
TKT-083954,7,8,3,UK,Medium,2025-07-21,19.0,72,No,Resolved,System Defect,41,Medium,No,Low
TKT-083955,8,1,7,Australia,Medium,2024-12-01,45.6,72,No,Resolved,Process Gap,38,Low,No,None
TKT-083956,2,7,4,France,Medium,2024-08-02,16.8,72,No,Resolved,Integration Failure,21,Low,No,
TKT-083957,1,4,7,UK,Medium,2024-01-16,20.7,72,No,Closed,Unknown,42,Medium,No,Low
TKT-083958,2,8,2,Singapore,High,2024-12-02,35.3,24,Yes,Resolved,Integration Failure,51,Medium,No,None
TKT-083959,6,7,8,Germany,Medium,2025-02-11,52.9,72,No,In Progress,Missing Data,43,Medium,No,None
TKT-083960,8,7,7,Singapore,Medium,2024-07-15,254.0,72,Yes,Resolved,Unknown,47,Medium,Yes,Medium
TKT-083961,1,5,4,Germany,Low,2024-02-19,27.3,120,No,Resolved,Integration Failure,32,Low,No,None
TKT-083962,8,7,5,UK,Medium,2024-02-28,47.3,72,No,Closed,Missing Data,22,Low,No,Medium
TKT-083963,1,4,2,Australia,Medium,2025-08-06,41.5,72,No,Closed,Training Gap,26,Low,No,High
TKT-083964,5,8,3,France,Low,2025-09-11,28.7,120,No,Closed,External Dependency,21,Low,No,Medium
TKT-083965,3,2,3,Canada,Medium,2025-04-12,21.7,72,No,Closed,System Defect,39,Low,No,High
TKT-083966,6,8,8,Netherlands,Medium,2025-04-13,9.7,72,No,Resolved,Missing Data,40,Medium,No,Low
TKT-083967,6,5,6,Canada,Medium,2024-02-25,218.3,72,Yes,Closed,Process Gap,57,Medium,Yes,High
TKT-083968,7,3,3,Australia,Critical,2025-04-26,16.6,8,Yes,Open,Missing Data,76,High,Yes,High
TKT-083969,8,1,8,UK,High,2025-04-21,67.8,24,Yes,In Progress,Missing Data,77,High,Yes,None
TKT-083970,5,5,3,Canada,Medium,2025-04-21,73.5,72,Yes,Resolved,Process Gap,56,Medium,Yes,Medium
TKT-083971,3,8,2,Netherlands,Low,2024-02-19,75.3,120,No,Resolved,External Dependency,32,Low,No,None
TKT-083972,7,5,1,UK,Medium,2025-05-01,21.7,72,No,Resolved,Training Gap,38,Low,No,Low
TKT-083973,4,4,6,Singapore,Medium,2025-05-04,117.9,72,Yes,Closed,System Defect,64,Medium,Yes,None
TKT-083974,5,8,5,Australia,Medium,2025-03-03,48.7,72,No,Closed,Human Error,47,Medium,No,Medium
TKT-083975,1,8,4,Singapore,Medium,2025-03-15,42.5,72,No,In Progress,Process Gap,42,Medium,No,High
TKT-083976,1,7,4,US,Medium,2024-01-27,108.2,72,Yes,Closed,External Dependency,48,Medium,Yes,Low
TKT-083977,1,5,1,US,Critical,2025-06-13,67.0,8,Yes,In Progress,Training Gap,82,High,Yes,Low
TKT-083978,7,3,6,UK,Low,2025-02-11,86.8,120,No,Resolved,Missing Data,36,Low,No,Medium
TKT-083979,5,3,1,France,Medium,2025-07-02,35.7,72,No,Closed,Human Error,34,Low,No,None
TKT-083980,6,8,4,Canada,High,2024-09-25,23.7,24,No,Open,Training Gap,45,Medium,No,High
TKT-083981,4,3,7,UK,High,2025-09-08,30.3,24,Yes,Resolved,System Defect,78,High,Yes,Medium
TKT-083982,6,1,2,UK,Critical,2024-12-15,22.2,8,Yes,Resolved,System Defect,65,Medium,Yes,None
TKT-083983,7,2,4,US,High,2024-12-28,20.3,24,No,Closed,Process Gap,37,Low,No,None
TKT-083984,7,2,2,Australia,High,2024-07-12,29.6,24,Yes,Resolved,Training Gap,56,Medium,Yes,None
TKT-083985,5,4,4,Netherlands,Medium,2024-12-23,17.4,72,No,Open,Process Gap,45,Medium,No,Low
TKT-083986,8,3,1,Australia,Medium,2024-02-14,36.2,72,No,Closed,Training Gap,47,Medium,No,Low
TKT-083987,6,7,2,Canada,Low,2025-03-30,61.1,120,No,Closed,Human Error,13,Low,No,High
TKT-083988,7,6,6,US,High,2024-04-18,16.0,24,No,In Progress,System Defect,53,Medium,No,Medium
TKT-083989,7,4,7,US,Medium,2025-10-27,26.4,72,No,Resolved,Training Gap,44,Medium,No,
TKT-083990,7,2,2,Australia,Low,2025-05-16,60.1,120,No,Resolved,Integration Failure,23,Low,No,High
TKT-083991,5,7,4,Singapore,Medium,2024-10-14,118.8,72,Yes,In Progress,Unknown,39,Low,No,Medium
TKT-083992,1,3,1,France,High,2024-11-30,28.6,24,Yes,Closed,System Defect,73,High,No,Medium
TKT-083993,5,3,8,Australia,Medium,2025-02-15,24.4,72,No,Open,Training Gap,24,Low,No,Low
TKT-083994,5,4,7,Australia,Medium,2025-11-16,66.0,72,No,Resolved,Training Gap,22,Low,No,None
TKT-083995,3,4,3,Australia,Low,2024-12-14,148.8,120,Yes,Resolved,Human Error,58,Medium,No,None
TKT-083996,4,4,2,UK,Critical,2025-05-02,17.3,8,Yes,In Progress,System Defect,63,Medium,Yes,None
TKT-083997,1,4,8,Netherlands,Medium,2025-08-17,76.9,72,Yes,In Progress,Process Gap,46,Medium,Yes,None
TKT-083998,2,8,8,Germany,Medium,2025-11-27,46.4,72,No,Closed,System Defect,33,Low,No,Low
TKT-083999,1,2,8,Canada,Critical,2025-02-07,4.8,8,No,Resolved,Human Error,67,Medium,No,None
TKT-084000,7,3,7,Germany,High,2024-06-15,16.3,24,No,Resolved,External Dependency,46,Medium,No,High
TKT-084001,5,6,5,Canada,Critical,2024-11-10,7.9,8,No,Resolved,Missing Data,58,Medium,No,Low
TKT-084002,6,4,2,Canada,High,2025-04-18,32.2,24,Yes,Resolved,Unknown,59,Medium,No,None
TKT-084003,8,1,3,US,High,2025-10-26,17.3,24,No,Open,Human Error,49,Medium,No,High
TKT-084004,3,2,8,Australia,Medium,2024-01-14,62.6,72,No,Resolved,Unknown,47,Medium,No,Low
TKT-084005,8,7,4,US,Medium,2024-06-08,8.7,72,No,Resolved,Integration Failure,18,Low,No,Low
TKT-084006,4,6,4,Canada,Low,2025-11-18,38.0,120,No,Closed,Missing Data,9,Low,No,High
TKT-084007,8,4,3,US,High,2024-01-06,10.7,24,No,Resolved,System Defect,48,Medium,No,High
TKT-084008,2,4,1,Netherlands,Critical,2025-09-25,31.1,8,Yes,Resolved,Integration Failure,77,High,No,Medium
TKT-084009,7,4,3,UK,Critical,2025-01-24,38.8,8,Yes,Open,Human Error,85,High,No,Low
TKT-084010,5,4,2,France,Low,2025-02-28,69.0,120,No,In Progress,Training Gap,26,Low,No,Medium
TKT-084011,5,1,8,Canada,Low,2024-05-09,43.2,120,No,Open,Unknown,18,Low,No,Medium
TKT-084012,1,7,4,Singapore,High,2025-09-18,82.1,24,Yes,Resolved,Human Error,64,Medium,Yes,High
TKT-084013,6,3,1,Germany,Critical,2025-03-27,16.2,8,Yes,In Progress,Training Gap,63,Medium,No,Low
TKT-084014,7,2,3,France,Medium,2024-03-29,34.7,72,No,Resolved,Missing Data,35,Low,No,Severe
TKT-084015,1,8,2,Canada,Medium,2024-02-10,42.5,72,No,Resolved,Training Gap,47,Medium,No,Medium
TKT-084016,4,2,2,Singapore,Medium,2024-05-22,24.0,72,No,In Progress,Integration Failure,28,Low,No,None
TKT-084017,6,4,2,US,Medium,2025-07-25,29.4,72,No,Closed,Unknown,26,Low,No,Low
TKT-084018,6,6,5,Germany,Medium,2024-06-10,92.0,72,Yes,In Progress,Missing Data,53,Medium,No,Low
TKT-084019,3,2,5,UK,High,2025-09-17,30.2,24,Yes,Closed,Training Gap,67,Medium,Yes,None
TKT-084020,1,4,4,Canada,Medium,2025-11-23,30.7,72,No,In Progress,Missing Data,25,Low,No,Medium
TKT-084021,1,6,8,Singapore,Critical,2024-05-14,11.5,8,Yes,Resolved,External Dependency,79,High,Yes,None
TKT-084022,3,8,5,Australia,Medium,2024-08-25,23.9,72,No,Resolved,System Defect,37,Low,No,Medium
TKT-084023,6,4,6,Netherlands,Low,2024-04-15,40.5,120,No,Closed,External Dependency,17,Low,No,Medium
TKT-084024,3,3,6,Netherlands,High,2024-01-24,8.4,24,No,Resolved,System Defect,34,Low,No,Low
TKT-084025,5,1,1,Singapore,Low,2025-02-05,10.5,120,No,In Progress,Unknown,31,Low,No,None
TKT-084026,8,5,4,Australia,Medium,2025-10-11,44.1,72,No,Resolved,Human Error,23,Low,No,Low
TKT-084027,3,4,1,Netherlands,High,2024-05-11,20.1,24,No,In Progress,Human Error,31,Low,No,Low
TKT-084028,4,5,4,Germany,Medium,2025-05-01,26.6,72,No,Resolved,Unknown,21,Low,No,None
TKT-084029,5,5,1,Germany,Medium,2025-01-03,101.3,72,Yes,Resolved,Integration Failure,52,Medium,Yes,Low
TKT-084030,3,5,8,Germany,High,2025-11-06,74.6,24,Yes,Closed,External Dependency,65,Medium,No,High
TKT-084031,8,5,3,US,High,2025-02-12,11.3,24,No,Resolved,Missing Data,50,Medium,No,Medium
TKT-084032,8,2,6,Netherlands,Critical,2024-04-16,18.8,8,Yes,Closed,Missing Data,70,High,No,Low
TKT-084033,2,8,6,Germany,Medium,2024-07-09,147.2,72,Yes,Closed,Process Gap,49,Medium,Yes,None
TKT-084034,4,1,1,France,Low,2024-01-30,47.1,120,No,Closed,Missing Data,21,Low,No,High
TKT-084035,7,8,1,France,Medium,2025-04-17,19.7,72,No,Resolved,External Dependency,43,Medium,No,High
TKT-084036,1,2,7,Netherlands,Medium,2024-06-22,35.1,72,No,Resolved,Human Error,26,Low,No,Low
TKT-084037,8,5,6,Germany,Medium,2024-03-02,101.1,72,Yes,Closed,System Defect,53,Medium,Yes,None
TKT-084038,3,1,1,Netherlands,Medium,2024-05-03,18.9,72,No,Resolved,Missing Data,20,Low,No,Medium
TKT-084039,8,4,5,Netherlands,Medium,2025-01-19,35.2,72,No,Closed,Unknown,37,Low,No,Medium
TKT-084040,7,4,6,Singapore,High,2024-09-19,18.4,24,No,In Progress,Integration Failure,49,Medium,No,None
TKT-084041,7,8,8,Netherlands,Medium,2024-05-20,31.4,72,No,Resolved,Human Error,43,Medium,No,High
TKT-084042,7,5,1,France,Medium,2025-09-28,5.1,72,No,Resolved,Training Gap,30,Low,No,Low
TKT-084043,2,5,4,Australia,Medium,2025-03-13,19.3,72,No,In Progress,Training Gap,34,Low,No,Low
TKT-084044,4,2,1,Germany,High,2025-04-20,67.2,24,Yes,Resolved,Missing Data,68,Medium,Yes,None
TKT-084045,4,3,8,Germany,Medium,2025-12-09,114.5,72,Yes,Resolved,Unknown,43,Medium,Yes,Low
TKT-084046,5,4,3,Australia,Critical,2025-11-03,58.9,8,Yes,In Progress,External Dependency,63,Medium,Yes,Medium
TKT-084047,4,8,2,Australia,Low,2025-10-23,53.0,120,No,Resolved,Integration Failure,24,Low,No,Medium
TKT-084048,2,5,2,Australia,Medium,2024-02-06,5.2,72,No,In Progress,Missing Data,38,Low,No,None
TKT-084049,3,4,8,Netherlands,Medium,2024-06-19,81.3,72,Yes,Resolved,Integration Failure,49,Medium,No,High
TKT-084050,5,1,5,Germany,Medium,2025-10-14,72.4,72,Yes,In Progress,External Dependency,40,Medium,Yes,None
TKT-084051,2,1,7,UK,Medium,2025-01-11,57.0,72,No,Resolved,External Dependency,47,Medium,No,None
TKT-084052,1,4,8,Singapore,High,2025-09-17,189.0,24,Yes,Closed,System Defect,72,High,No,Low
TKT-084053,8,3,7,France,Medium,2025-04-04,48.9,72,No,In Progress,Missing Data,41,Medium,No,High
TKT-084054,7,5,1,US,Medium,2024-03-06,12.4,72,No,Resolved,Training Gap,38,Low,No,None
TKT-084055,2,5,3,Netherlands,High,2025-12-30,16.2,24,No,Closed,External Dependency,48,Medium,No,Low
TKT-084056,3,1,8,Germany,Low,2024-03-13,28.6,120,No,Resolved,Unknown,31,Low,No,Medium
TKT-084057,6,4,5,Germany,High,2024-08-02,69.0,24,Yes,Open,Integration Failure,71,High,Yes,Medium
TKT-084058,3,6,5,US,High,2025-08-17,13.4,24,No,Closed,Process Gap,31,Low,No,Medium
TKT-084059,6,3,8,US,High,2024-07-17,82.9,24,Yes,Closed,Integration Failure,67,Medium,No,Medium
TKT-084060,8,2,1,Canada,Low,2025-07-25,90.5,120,No,Resolved,Integration Failure,21,Low,No,None
TKT-084061,6,3,6,France,High,2025-09-28,160.4,24,Yes,Resolved,Training Gap,79,High,No,High
TKT-084062,1,1,5,Canada,Low,2024-12-28,38.3,120,No,In Progress,Human Error,20,Low,No,Medium
TKT-084063,4,4,2,France,Medium,2025-12-24,44.8,72,No,Open,Process Gap,19,Low,No,None
TKT-084064,6,3,5,Singapore,High,2025-08-04,18.3,24,No,Resolved,Human Error,56,Medium,No,Medium
TKT-084065,4,5,6,US,Medium,2024-07-27,38.2,72,No,Closed,Process Gap,28,Low,No,Low
TKT-084066,6,1,3,UK,Low,2024-04-07,27.3,120,No,In Progress,Training Gap,13,Low,No,Medium
TKT-084067,3,7,4,Netherlands,Medium,2025-09-26,233.8,72,Yes,Resolved,Integration Failure,38,Low,Yes,Medium
TKT-084068,6,4,5,US,High,2024-12-24,50.8,24,Yes,Closed,Missing Data,60,Medium,Yes,Medium
TKT-084069,2,2,4,Singapore,High,2025-07-10,48.6,24,Yes,Open,External Dependency,74,High,Yes,None
TKT-084070,3,5,8,US,High,2024-07-24,52.4,24,Yes,Open,Missing Data,61,Medium,Yes,Low
TKT-084071,6,7,2,Canada,High,2025-09-27,38.4,24,Yes,Resolved,Process Gap,71,High,Yes,High
TKT-084072,4,7,4,UK,Medium,2025-11-21,150.9,72,Yes,Closed,Missing Data,59,Medium,No,Medium
TKT-084073,8,3,4,UK,Medium,2025-11-03,51.3,72,No,Resolved,External Dependency,27,Low,No,High
TKT-084074,6,8,7,Germany,Medium,2025-12-16,26.2,72,No,Closed,External Dependency,38,Low,No,High
TKT-084075,6,7,1,UK,Medium,2024-02-23,28.8,72,No,Closed,System Defect,27,Low,No,Medium
TKT-084076,4,8,6,France,Medium,2024-07-05,69.8,72,No,Resolved,Process Gap,35,Low,No,Low
TKT-084077,8,2,1,Netherlands,Low,2024-05-10,111.5,120,No,Resolved,Integration Failure,28,Low,No,Medium
TKT-084078,1,6,7,Netherlands,Medium,2025-08-30,16.1,72,No,In Progress,External Dependency,38,Low,No,Low
TKT-084079,8,6,6,Netherlands,Low,2025-11-01,35.7,120,No,Resolved,System Defect,29,Low,No,Medium
TKT-084080,5,3,3,Australia,Medium,2024-12-02,27.1,72,No,Resolved,Human Error,31,Low,No,None
TKT-084081,8,5,2,France,High,2025-09-19,59.0,24,Yes,In Progress,Human Error,68,Medium,Yes,Low
TKT-084082,7,6,3,Australia,Low,2024-12-19,12.5,120,No,In Progress,Missing Data,25,Low,No,None
TKT-084083,7,1,8,Germany,Medium,2024-03-18,21.9,72,No,Resolved,Integration Failure,27,Low,No,Medium
TKT-084084,4,4,6,Netherlands,Medium,2025-04-16,51.6,72,No,Resolved,Integration Failure,33,Low,No,Low
TKT-084085,1,3,6,Australia,Medium,2024-05-10,14.9,72,No,In Progress,Human Error,42,Medium,No,None
TKT-084086,7,4,6,Singapore,High,2025-03-26,41.7,24,Yes,In Progress,Training Gap,67,Medium,Yes,Low
TKT-084087,5,4,6,UK,Critical,2024-10-14,9.9,8,Yes,Resolved,Unknown,68,Medium,No,None
TKT-084088,1,1,7,France,Medium,2024-07-22,28.0,72,No,Resolved,System Defect,37,Low,No,High
TKT-084089,1,6,5,Germany,Low,2024-04-20,27.8,120,No,Resolved,Unknown,14,Low,No,Low
TKT-084090,6,2,8,UK,Medium,2025-11-04,14.6,72,No,Closed,System Defect,30,Low,No,Medium
TKT-084091,3,6,5,France,Medium,2025-11-04,40.5,72,No,Closed,Integration Failure,25,Low,No,None
TKT-084092,3,6,1,Germany,Medium,2025-11-13,58.4,72,No,Open,Unknown,34,Low,No,Low
TKT-084093,4,2,7,Australia,Medium,2024-06-19,56.1,72,No,Closed,Training Gap,23,Low,No,Medium
TKT-084094,6,7,6,UK,Medium,2025-03-21,82.8,72,Yes,Closed,Missing Data,44,Medium,No,None
TKT-084095,3,4,3,Germany,Medium,2025-09-24,61.1,72,No,In Progress,Unknown,48,Medium,No,Medium
TKT-084096,5,5,8,Germany,Medium,2025-02-06,98.5,72,Yes,Open,Unknown,54,Medium,Yes,None
TKT-084097,4,4,2,France,High,2025-02-11,11.7,24,No,Resolved,Missing Data,30,Low,No,Low
TKT-084098,8,1,1,Australia,Medium,2025-08-17,63.5,72,No,Closed,Human Error,47,Medium,No,None
TKT-084099,6,4,1,UK,Medium,2025-08-23,137.5,72,Yes,In Progress,Training Gap,49,Medium,Yes,Medium
TKT-084100,5,6,5,UK,Medium,2025-03-07,3.7,72,No,Resolved,Integration Failure,31,Low,No,High
TKT-084101,4,2,1,Netherlands,High,2024-08-16,68.4,24,Yes,Closed,Unknown,76,High,No,Medium
TKT-084102,3,7,6,France,Medium,2025-09-01,36.1,72,No,Closed,Unknown,24,Low,No,Low
TKT-084103,1,2,8,UK,High,2024-08-01,79.9,24,Yes,In Progress,,72,High,No,Low
TKT-084104,1,1,6,Canada,Medium,2024-04-25,20.5,72,No,In Progress,Training Gap,23,Low,No,Medium
TKT-084105,7,7,6,Australia,High,2025-04-18,69.8,24,Yes,Open,Process Gap,74,High,Yes,Low
TKT-084106,5,1,7,UK,Medium,2024-12-19,69.6,72,No,Open,Human Error,36,Low,No,Low
TKT-084107,5,2,5,France,Medium,2024-05-13,8.2,72,No,Resolved,Process Gap,20,Low,No,Low
TKT-084108,6,7,5,US,Low,2025-04-04,347.7,120,Yes,Closed,External Dependency,36,Low,No,Low
TKT-084109,7,4,7,Netherlands,Medium,2024-01-06,28.4,72,No,Open,Process Gap,36,Low,No,None
TKT-084110,3,5,2,Germany,Critical,2025-08-01,20.1,8,Yes,In Progress,Missing Data,70,High,No,None
TKT-084111,7,7,8,Singapore,Medium,2025-03-22,31.6,72,No,Closed,Integration Failure,18,Low,No,Medium
TKT-084112,2,6,1,US,High,2025-08-08,9.4,24,No,Resolved,External Dependency,53,Medium,No,None
TKT-084113,5,3,2,UK,High,2024-09-17,22.6,24,No,In Progress,Integration Failure,43,Medium,No,High
TKT-084114,4,3,4,UK,Low,2025-01-21,13.1,120,No,Closed,Human Error,17,Low,No,Low
TKT-084115,5,5,1,US,High,2024-07-12,31.7,24,Yes,Resolved,Training Gap,50,Medium,No,None
TKT-084116,6,1,1,France,Medium,2024-03-10,17.4,72,No,Resolved,External Dependency,36,Low,No,Low
TKT-084117,4,3,2,Netherlands,Medium,2025-03-13,15.7,72,No,Closed,Unknown,27,Low,No,Medium
TKT-084118,8,1,2,US,High,2024-12-16,3.1,24,No,Closed,Integration Failure,52,Medium,No,None
TKT-084119,4,8,8,Canada,Low,2024-06-14,72.8,120,No,Resolved,Training Gap,24,Low,No,None
TKT-084120,7,7,2,France,Medium,2024-11-29,45.0,72,No,Resolved,External Dependency,27,Low,No,None
TKT-084121,1,6,8,Netherlands,Medium,2025-03-14,52.5,72,No,Open,Missing Data,29,Low,No,Medium
TKT-084122,6,3,3,Canada,High,2024-02-25,69.0,24,Yes,In Progress,Missing Data,52,Medium,No,Low
TKT-084123,8,7,5,France,Medium,2024-01-21,25.9,72,No,Open,External Dependency,34,Low,No,None
TKT-084124,6,1,4,Canada,Medium,2025-02-03,38.4,72,No,Closed,Unknown,47,Medium,No,High
TKT-084125,6,8,8,UK,Low,2025-01-28,101.9,120,No,Closed,Integration Failure,30,Low,No,Low
TKT-084126,5,1,2,Canada,Medium,2025-04-29,54.8,72,No,Closed,Unknown,43,Medium,No,None
TKT-084127,3,5,1,Australia,Medium,2025-05-28,29.5,72,No,In Progress,External Dependency,40,Medium,No,Medium
TKT-084128,5,8,7,Singapore,High,2024-08-31,18.9,24,No,Closed,Training Gap,38,Low,No,High
TKT-084129,8,8,2,Canada,Medium,2025-08-12,58.4,72,No,Resolved,Unknown,46,Medium,No,Low
TKT-084130,3,6,3,UK,Medium,2024-10-19,11.6,72,No,Open,Human Error,29,Low,No,Low
TKT-084131,3,3,4,UK,Medium,2024-01-05,14.8,72,No,In Progress,Unknown,26,Low,No,Low
TKT-084132,5,3,5,France,Medium,2025-02-08,84.3,72,Yes,Closed,Missing Data,45,Medium,Yes,High
TKT-084133,4,6,7,Australia,Low,2025-06-24,35.8,120,No,Resolved,Missing Data,18,Low,No,Low
TKT-084134,1,4,1,Canada,High,2024-12-07,9.1,24,No,Resolved,Training Gap,57,Medium,No,None
TKT-084135,7,1,6,Netherlands,Medium,2024-10-12,72.2,72,Yes,Resolved,System Defect,59,Medium,Yes,Low
TKT-084136,1,3,2,Singapore,Low,2024-02-22,9.9,120,No,Resolved,Human Error,26,Low,No,Medium
TKT-084137,5,3,1,Germany,High,2024-12-03,12.7,24,No,Resolved,Unknown,60,Medium,No,Low
TKT-084138,7,6,4,US,Medium,2024-03-01,13.1,72,No,Resolved,Training Gap,38,Low,No,Medium
TKT-084139,6,3,5,US,Medium,2025-01-06,11.6,72,No,Closed,Integration Failure,33,Low,No,Low
TKT-084140,2,8,4,France,Low,2025-01-25,26.3,120,No,In Progress,System Defect,38,Low,No,None
TKT-084141,8,3,7,France,Low,2024-07-02,35.4,120,No,Resolved,System Defect,14,Low,No,Low
TKT-084142,4,8,2,Germany,Critical,2024-01-04,2.2,8,No,Resolved,Missing Data,69,Medium,No,Low
TKT-084143,3,1,1,Germany,Low,2025-07-17,137.2,120,Yes,Resolved,Missing Data,53,Medium,Yes,Low
TKT-084144,8,7,8,France,Medium,2025-02-21,43.6,72,No,Resolved,Process Gap,19,Low,No,Low
TKT-084145,1,7,6,Netherlands,Medium,2025-02-07,50.7,72,No,Closed,Training Gap,35,Low,No,Low
TKT-084146,7,6,6,Germany,Low,2025-05-16,25.4,120,No,Open,Human Error,9,Low,No,None
TKT-084147,2,6,4,Australia,Medium,2024-07-22,28.0,72,No,Resolved,Integration Failure,21,Low,No,None
TKT-084148,4,1,3,Netherlands,Medium,2025-04-15,53.8,72,No,In Progress,Missing Data,20,Low,No,Low
TKT-084149,1,4,7,Australia,Medium,2024-02-29,47.5,72,No,Resolved,External Dependency,39,Low,No,None
TKT-084150,7,7,2,France,Medium,2025-08-22,64.0,72,No,Resolved,Missing Data,45,Medium,No,Medium
TKT-084151,5,1,8,Germany,High,2024-09-16,79.1,24,Yes,Closed,,53,Medium,Yes,Medium
TKT-084152,3,5,1,US,Medium,2024-01-17,26.3,72,No,Open,Integration Failure,25,Low,No,Medium
TKT-084153,3,8,3,Netherlands,Low,2025-10-23,43.9,120,No,Resolved,Integration Failure,30,Low,No,Low
TKT-084154,6,8,4,France,High,2024-11-18,17.6,24,No,In Progress,Human Error,55,Medium,No,Low
TKT-084155,6,7,4,Australia,Low,2025-04-04,32.0,120,No,Open,System Defect,33,Low,No,None
TKT-084156,3,3,2,Germany,Medium,2024-05-02,17.1,72,No,Resolved,External Dependency,34,Low,No,High
TKT-084157,3,7,4,US,High,2024-04-10,4.8,24,No,Closed,Training Gap,59,Medium,No,None
TKT-084158,8,5,4,Canada,Critical,2025-10-04,56.9,8,Yes,Resolved,Training Gap,72,High,Yes,Medium
TKT-084159,1,2,2,France,Medium,2025-08-08,31.2,72,No,In Progress,Process Gap,26,Low,No,High
TKT-084160,7,3,8,Singapore,Medium,2024-08-04,18.5,72,No,In Progress,System Defect,23,Low,No,Medium
TKT-084161,8,3,1,Singapore,Critical,2025-10-26,98.5,8,Yes,Open,External Dependency,73,High,Yes,Medium
TKT-084162,1,1,5,Germany,Medium,2025-08-10,37.5,72,No,Closed,Process Gap,23,Low,No,Low
TKT-084163,3,8,7,UK,Medium,2024-04-26,15.5,72,No,Resolved,Training Gap,35,Low,No,Low
TKT-084164,2,8,6,France,Low,2025-02-28,10.2,120,No,Resolved,Missing Data,28,Low,No,Medium
TKT-084165,5,3,2,US,High,2024-12-22,19.1,24,No,Resolved,Human Error,49,Medium,No,None
TKT-084166,4,2,5,US,Medium,2025-03-01,65.0,72,No,In Progress,Process Gap,39,Low,No,High
TKT-084167,6,2,1,Canada,High,2025-12-25,44.3,24,Yes,Resolved,Training Gap,80,High,Yes,Medium
TKT-084168,8,6,7,Singapore,High,2025-03-18,38.6,24,Yes,Closed,Training Gap,60,Medium,Yes,Medium
TKT-084169,3,4,5,US,Critical,2024-11-01,13.8,8,Yes,In Progress,Missing Data,79,High,No,Low
TKT-084170,7,3,2,UK,Critical,2025-11-06,35.7,8,Yes,Open,Process Gap,87,High,Yes,High
TKT-084171,5,5,6,UK,High,2024-04-10,20.5,24,No,In Progress,Unknown,41,Medium,No,Medium
TKT-084172,2,2,1,Australia,High,2024-10-18,20.9,24,No,Closed,Training Gap,45,Medium,No,Low
TKT-084173,1,3,1,Australia,Critical,2024-09-24,5.4,8,No,Resolved,Human Error,42,Medium,No,Low
TKT-084174,8,1,7,Canada,Medium,2024-04-09,85.9,72,Yes,Closed,Missing Data,65,Medium,Yes,High
TKT-084175,1,7,8,Germany,Medium,2024-06-25,5.1,72,No,Resolved,Human Error,24,Low,No,High
TKT-084176,5,4,7,Canada,Medium,2024-01-09,104.8,72,Yes,Resolved,Process Gap,51,Medium,No,None
TKT-084177,6,7,3,Netherlands,High,2024-04-13,4.3,24,No,Resolved,Integration Failure,37,Low,No,None
TKT-084178,2,4,5,Canada,Medium,2024-11-21,27.0,72,No,Closed,Process Gap,30,Low,No,Medium
TKT-084179,5,4,4,Singapore,Medium,2025-03-09,50.6,72,No,Resolved,Integration Failure,23,Low,No,High
